Patron Type Code,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Code,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Code,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
0,ADULT,95,18,35 to 44 years,G6,Golden Gate Valley,July,2016,z,email,true,2007,false,2
0,ADULT,442,312,25 to 34 years,I5,Ingleside,February,2015,z,email,true,2011,false,11
0,ADULT,17,8,25 to 34 years,P9,Presidio,January,2014,z,email,true,2011,false,2
3,SENIOR,80,13,65 to 74 years,E9,Excelsior,November,2014,a,print,false,2003,false,11
0,ADULT,419,442,35 to 44 years,M8,Mission Bay,July,2016,z,email,true,2003,false,4
0,ADULT,173,28,20 to 24 years,S7,Sunset,October,2015,z,email,true,2003,false,7
0,ADULT,370,198,20 to 24 years,G4,Glen Park,January,2015,z,email,true,2003,false,8
0,ADULT,1,1,35 to 44 years,X,Main Library,December,2012,z,email,true,2012,true,
0,ADULT,2,1,60 to 64 years,I5,Ingleside,April,2014,p,phone,true,2013,false,11
0,ADULT,0,0,45 to 54 years,W2,West Portal,None,None,z,email,true,2015,false,8
0,ADULT,0,0,45 to 54 years,W2,West Portal,None,None,z,email,true,2015,false,8
0,ADULT,670,224,20 to 24 years,C2,Chinatown,May,2015,z,email,true,2003,false,3
0,ADULT,1,2,20 to 24 years,X,Main Library,December,2014,z,email,true,2014,false,6
3,SENIOR,4,0,65 to 74 years,R3,Richmond,July,2016,z,email,true,2014,false,4
3,SENIOR,13,11,65 to 74 years,E7,Eureka Valley/Harvey Milk Memorial,February,2016,z,email,true,2015,true,
0,ADULT,47,0,20 to 24 years,M6,Mission,December,2015,z,email,true,2011,false,3
0,ADULT,106,114,45 to 54 years,M4,Merced,June,2015,p,phone,false,2003,true,
0,ADULT,182,6,45 to 54 years,M6,Mission,July,2013,z,email,true,2003,false,8
0,ADULT,4,2,25 to 34 years,G6,Golden Gate Valley,August,2013,p,phone,false,2013,false,4
0,ADULT,6,0,25 to 34 years,E9,Excelsior,July,2016,z,email,true,2015,false,11
0,ADULT,9,11,25 to 34 years,P1,Park,June,2016,z,email,true,2012,false,5
0,ADULT,421,5,35 to 44 years,M6,Mission,June,2012,p,phone,false,2003,false,
0,ADULT,205,55,45 to 54 years,R3,Richmond,July,2016,z,email,true,2003,false,1
0,ADULT,153,277,35 to 44 years,W4,Western Addition,May,2016,z,email,true,2003,true,
0,ADULT,3,0,45 to 54 years,W4,Western Addition,April,2013,z,email,true,2013,false,8
0,ADULT,265,74,55 to 59 years,I5,Ingleside,July,2016,z,email,true,2003,false,7
0,ADULT,25,0,25 to 34 years,M6,Mission,March,2013,z,email,true,2012,false,8
0,ADULT,99,52,55 to 59 years,W2,West Portal,July,2016,z,email,true,2013,false,7
0,ADULT,40,0,45 to 54 years,X,Main Library,September,2015,z,email,true,2012,false,9
4,WELCOME,8,0,55 to 59 years,X,Main Library,August,2014,z,email,true,2014,false,4
0,ADULT,0,0,35 to 44 years,X,Main Library,September,2010,z,email,true,2009,false,8
0,ADULT,6,0,35 to 44 years,X,Main Library,April,2013,z,email,true,2013,true,
0,ADULT,102,0,25 to 34 years,X,Main Library,January,2011,z,email,true,2006,false,6
15,TEACHER CARD,73,0,35 to 44 years,B2,Bayview/Linda Brooks-Burton,December,2015,z,email,true,2014,false,10
0,ADULT,64,0,55 to 59 years,I5,Ingleside,December,2013,p,phone,false,2009,false,11
0,ADULT,108,0,25 to 34 years,X,Main Library,July,2012,z,email,true,2012,false,6
0,ADULT,1,3,25 to 34 years,X,Main Library,October,2013,z,email,true,2013,false,7
0,ADULT,9,18,25 to 34 years,R3,Richmond,July,2016,z,email,true,2013,false,
0,ADULT,546,341,60 to 64 years,W2,West Portal,July,2016,z,email,true,2003,false,4
0,ADULT,7,13,55 to 59 years,N6,North Beach,June,2016,z,email,true,2015,false,
0,ADULT,19,0,20 to 24 years,R3,Richmond,August,2013,z,email,true,2010,false,1
0,ADULT,14,4,45 to 54 years,P9,Presidio,July,2013,z,email,true,2009,false,
0,ADULT,10,23,25 to 34 years,C2,Chinatown,October,2015,z,email,true,2012,false,3
0,ADULT,227,333,55 to 59 years,W4,Western Addition,March,2014,p,phone,false,2003,false,2
4,WELCOME,17,1,35 to 44 years,E9,Excelsior,July,2014,z,email,true,2007,true,
0,ADULT,44,5,35 to 44 years,P9,Presidio,May,2015,z,email,true,2014,false,2
0,ADULT,4,4,45 to 54 years,M6,Mission,July,2016,z,email,true,2016,false,8
0,ADULT,0,0,45 to 54 years,X,Main Library,August,2015,a,print,false,2010,false,
4,WELCOME,1,0,25 to 34 years,X,Main Library,June,2015,z,email,true,2014,false,10
0,ADULT,21,12,35 to 44 years,A5,Anza,January,2016,z,email,true,2007,false,1
0,ADULT,9,2,35 to 44 years,X,Main Library,November,2012,z,email,true,2012,true,
0,ADULT,18,12,45 to 54 years,M6,Mission,October,2013,a,print,false,2007,false,1
0,ADULT,132,119,25 to 34 years,X,Main Library,December,2014,z,email,true,2006,false,9
3,SENIOR,759,666,65 to 74 years,G4,Glen Park,July,2016,z,email,true,2003,false,8
0,ADULT,21,10,60 to 64 years,C2,Chinatown,July,2016,p,phone,false,2011,false,10
0,ADULT,96,43,35 to 44 years,B2,Bayview/Linda Brooks-Burton,July,2014,p,phone,false,2005,false,10
3,SENIOR,2,0,65 to 74 years,B4,Bernal Heights,August,2014,z,email,true,2010,false,9
3,SENIOR,17,2,65 to 74 years,X,Main Library,February,2014,z,email,true,2008,false,8
0,ADULT,1391,283,60 to 64 years,P3,Parkside,July,2016,z,email,true,2003,false,4
0,ADULT,17,0,35 to 44 years,P3,Parkside,June,2013,z,email,true,2011,false,10
0,ADULT,66,2,20 to 24 years,P5,Portola,October,2013,z,email,true,2003,false,9
0,ADULT,67,8,20 to 24 years,B4,Bernal Heights,May,2016,z,email,true,2012,false,9
0,ADULT,2,0,45 to 54 years,R3,Richmond,April,2014,z,email,true,2012,false,1
0,ADULT,184,26,45 to 54 years,O7,Ortega,February,2014,z,email,true,2006,false,4
3,SENIOR,1,0,65 to 74 years,X,Main Library,September,2014,a,print,false,2014,false,
0,ADULT,7,0,25 to 34 years,P1,Park,July,2016,p,phone,false,2012,false,5
3,SENIOR,5,0,65 to 74 years,X,Main Library,June,2006,z,email,true,2006,true,
0,ADULT,826,297,60 to 64 years,S7,Sunset,January,2016,z,email,true,2003,true,
0,ADULT,34,7,45 to 54 years,O7,Ortega,September,2013,z,email,true,2011,false,4
0,ADULT,175,177,55 to 59 years,X,Main Library,July,2016,z,email,true,2003,false,10
0,ADULT,58,0,35 to 44 years,I5,Ingleside,June,2014,z,email,true,2004,false,
0,ADULT,46,35,35 to 44 years,M4,Merced,March,2016,z,email,true,2009,false,1
0,ADULT,34,0,20 to 24 years,M6,Mission,July,2016,z,email,true,2012,false,11
0,ADULT,5,1,25 to 34 years,W2,West Portal,May,2014,z,email,true,2011,false,4
0,ADULT,13,0,60 to 64 years,X,Main Library,July,2015,z,email,true,2011,false,8
0,ADULT,102,33,25 to 34 years,P9,Presidio,May,2016,z,email,true,2013,false,2
0,ADULT,40,16,20 to 24 years,W4,Western Addition,February,2013,z,email,true,2003,false,2
0,ADULT,178,128,35 to 44 years,W4,Western Addition,July,2016,z,email,true,2003,false,5
0,ADULT,17,0,60 to 64 years,R3,Richmond,April,2009,p,phone,true,2006,false,7
0,ADULT,0,0,35 to 44 years,R3,Richmond,September,2013,z,email,true,2012,false,
4,WELCOME,1,0,20 to 24 years,X,Main Library,October,2014,z,email,true,2014,false,5
0,ADULT,7,2,20 to 24 years,X,Main Library,February,2016,a,print,false,2009,false,
0,ADULT,218,25,25 to 34 years,P9,Presidio,July,2014,z,email,true,2007,false,5
0,ADULT,3,0,25 to 34 years,X,Main Library,May,2015,z,email,true,2013,true,
0,ADULT,5,0,20 to 24 years,X,Main Library,March,2016,z,email,true,2016,false,6
0,ADULT,1,1,20 to 24 years,X,Main Library,February,2016,z,email,true,2015,false,8
0,ADULT,0,0,55 to 59 years,X,Main Library,None,None,a,print,false,2014,false,7
0,ADULT,73,0,25 to 34 years,C2,Chinatown,September,2010,a,print,false,2008,false,11
0,ADULT,45,14,45 to 54 years,W2,West Portal,March,2016,p,phone,false,2007,false,7
4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013,z,email,true,2013,false,6
4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013,z,email,true,2013,false,6
4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013,z,email,true,2013,false,6
4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013,z,email,true,2013,false,6
4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013,z,email,true,2013,false,6
4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013,z,email,true,2013,false,6
4,WELCOME,1,0,25 to 34 years,X,Main Library,August,2013,z,email,true,2013,false,6
4,WELCOME,1,0,35 to 44 years,X,Main Library,May,2016,z,email,true,2015,false,6
0,ADULT,1,1,20 to 24 years,X,Main Library,October,2015,a,print,false,2015,false,6
0,ADULT,31,4,25 to 34 years,P1,Park,July,2016,z,email,true,2014,false,5
0,ADULT,62,17,45 to 54 years,M2,Marina,October,2013,z,email,true,2008,false,2
0,ADULT,20,43,25 to 34 years,R3,Richmond,March,2016,z,email,true,2014,false,1
0,ADULT,114,169,45 to 54 years,P9,Presidio,July,2016,z,email,true,2010,true,
3,SENIOR,0,0,60 to 64 years,W4,Western Addition,None,None,a,print,false,2015,true,
0,ADULT,0,0,35 to 44 years,P3,Parkside,None,None,a,print,false,2014,false,4
0,ADULT,3,0,25 to 34 years,G4,Glen Park,August,2014,z,email,true,2014,false,7
0,ADULT,22,14,20 to 24 years,X,Main Library,July,2016,z,email,true,2015,false,1
3,SENIOR,34,4,65 to 74 years,A5,Anza,July,2013,z,email,true,2011,false,1
0,ADULT,59,179,25 to 34 years,X,Main Library,July,2016,z,email,true,2013,false,4
0,ADULT,7,4,25 to 34 years,N6,North Beach,May,2016,z,email,true,2016,false,3
0,ADULT,404,146,45 to 54 years,E7,Eureka Valley/Harvey Milk Memorial,July,2016,z,email,true,2003,false,10
4,WELCOME,0,0,25 to 34 years,X,Main Library,July,2015,z,email,true,2015,false,1
0,ADULT,8,0,25 to 34 years,B2,Bayview/Linda Brooks-Burton,June,2013,z,email,true,2013,false,10
0,ADULT,1,0,25 to 34 years,I5,Ingleside,July,2013,z,email,true,2010,false,5
0,ADULT,7,0,25 to 34 years,I5,Ingleside,April,2016,z,email,true,2014,false,11
0,ADULT,5,0,25 to 34 years,X,Main Library,June,2016,z,email,true,2012,true,
0,ADULT,11,1,45 to 54 years,N6,North Beach,March,2016,z,email,true,2010,false,3
0,ADULT,17,18,25 to 34 years,E9,Excelsior,July,2014,z,email,true,2009,false,11
0,ADULT,0,0,25 to 34 years,M4,Merced,None,None,z,email,true,2011,true,
3,SENIOR,385,23,65 to 74 years,C2,Chinatown,October,2015,p,phone,false,2009,false,7
4,WELCOME,1,0,45 to 54 years,X,Main Library,December,2014,a,print,false,2014,false,6
0,ADULT,2,1,20 to 24 years,S7,Sunset,July,2014,z,email,true,2014,false,5
0,ADULT,23,4,35 to 44 years,X,Main Library,February,2009,z,email,true,2003,false,8
0,ADULT,225,206,25 to 34 years,R3,Richmond,June,2016,z,email,true,2009,false,
3,SENIOR,43,5,65 to 74 years,X,Main Library,November,2015,z,email,true,2012,false,6
0,ADULT,62,14,35 to 44 years,M2,Marina,February,2016,z,email,true,2008,false,2
0,ADULT,127,65,35 to 44 years,R3,Richmond,April,2016,z,email,true,2011,true,
0,ADULT,11,16,35 to 44 years,X,Main Library,November,2013,z,email,true,2005,true,
0,ADULT,7,16,20 to 24 years,X,Main Library,September,2015,z,email,true,2014,false,6
0,ADULT,59,36,35 to 44 years,E9,Excelsior,November,2014,z,email,true,2013,false,11
0,ADULT,0,0,60 to 64 years,W2,West Portal,None,None,a,print,false,2015,false,7
0,ADULT,617,256,20 to 24 years,S7,Sunset,July,2013,z,email,true,2003,false,
0,ADULT,8,8,25 to 34 years,M8,Mission Bay,July,2016,z,email,true,2016,false,6
3,SENIOR,31,16,65 to 74 years,N6,North Beach,July,2016,z,email,true,2003,false,2
3,SENIOR,1142,210,65 to 74 years,P5,Portola,July,2016,a,print,false,2003,false,5
0,ADULT,2,2,25 to 34 years,X,Main Library,February,2014,a,print,false,2010,false,10
4,WELCOME,0,0,25 to 34 years,P1,Park,None,None,z,email,true,2011,false,5
0,ADULT,3,8,55 to 59 years,X,Main Library,May,2015,z,email,true,2014,false,8
0,ADULT,49,13,25 to 34 years,P5,Portola,July,2016,z,email,true,2015,false,9
0,ADULT,42,29,25 to 34 years,W4,Western Addition,July,2015,z,email,true,2008,false,5
0,ADULT,1,0,20 to 24 years,M2,Marina,January,2016,z,email,true,2016,true,
0,ADULT,999,510,35 to 44 years,S7,Sunset,July,2016,z,email,true,2003,false,4
0,ADULT,1,1,25 to 34 years,C2,Chinatown,July,2014,z,email,true,2014,false,11
0,ADULT,25,8,35 to 44 years,X,Main Library,July,2016,z,email,true,2016,false,
0,ADULT,33,10,60 to 64 years,N6,North Beach,March,2015,z,email,true,2003,false,8
4,WELCOME,2,1,25 to 34 years,R3,Richmond,October,2013,z,email,true,2011,false,1
0,ADULT,34,16,35 to 44 years,G4,Glen Park,April,2014,z,email,true,2010,false,8
0,ADULT,7,15,25 to 34 years,P9,Presidio,September,2014,z,email,true,2013,false,2
0,ADULT,25,16,35 to 44 years,X,Main Library,August,2015,z,email,true,2014,true,
0,ADULT,3,0,25 to 34 years,B4,Bernal Heights,September,2015,z,email,true,2012,false,9
0,ADULT,137,87,35 to 44 years,YB9,Unknown,August,2013,z,email,true,2006,false,8
0,ADULT,6,14,35 to 44 years,X,Main Library,March,2016,z,email,true,2012,false,8
0,ADULT,16,0,55 to 59 years,E7,Eureka Valley/Harvey Milk Memorial,July,2014,a,print,false,2014,false,11
0,ADULT,211,65,35 to 44 years,S7,Sunset,July,2016,z,email,true,2003,false,4
0,ADULT,13,0,20 to 24 years,X,Main Library,October,2015,z,email,true,2003,false,5
0,ADULT,10,8,35 to 44 years,N6,North Beach,April,2016,p,phone,false,2010,false,3
0,ADULT,81,105,25 to 34 years,X,Main Library,July,2016,z,email,true,2004,true,
3,SENIOR,319,123,65 to 74 years,X,Main Library,March,2014,z,email,true,2003,true,
0,ADULT,2,0,45 to 54 years,R3,Richmond,May,2015,z,email,true,2015,false,1
0,ADULT,21,22,35 to 44 years,X,Main Library,July,2016,z,email,true,2010,false,3
0,ADULT,38,42,25 to 34 years,X,Main Library,June,2016,z,email,true,2009,false,8
4,WELCOME,1,0,45 to 54 years,M6,Mission,June,2014,z,email,true,2014,false,9
0,ADULT,18,0,55 to 59 years,M2,Marina,November,2012,z,email,true,2007,false,2
0,ADULT,2056,4,60 to 64 years,N6,North Beach,July,2016,a,print,false,2013,false,3
0,ADULT,66,21,25 to 34 years,X,Main Library,December,2013,z,email,true,2008,false,2
0,ADULT,36,8,35 to 44 years,C2,Chinatown,August,2015,z,email,true,2003,false,9
0,ADULT,113,62,45 to 54 years,X,Main Library,March,2014,p,phone,false,2003,false,6
0,ADULT,691,110,55 to 59 years,X,Main Library,September,2014,z,email,true,2003,false,11
0,ADULT,24,10,25 to 34 years,X,Main Library,November,2015,z,email,true,2014,false,2
0,ADULT,31,3,35 to 44 years,V3,Visitacion Valley,March,2016,p,phone,false,2007,false,
0,ADULT,34,6,45 to 54 years,M6,Mission,July,2016,z,email,true,2005,false,9
0,ADULT,646,176,25 to 34 years,X,Main Library,July,2016,z,email,true,2003,false,7
0,ADULT,247,40,25 to 34 years,O7,Ortega,November,2014,a,print,false,2013,false,
0,ADULT,31,34,45 to 54 years,M2,Marina,October,2013,z,email,true,2012,false,2
0,ADULT,3,0,20 to 24 years,E9,Excelsior,May,2015,p,phone,false,2015,false,11
0,ADULT,1,0,25 to 34 years,X,Main Library,August,2012,z,email,true,2012,false,3
0,ADULT,1,0,25 to 34 years,X,Main Library,August,2012,z,email,true,2012,false,3
0,ADULT,1,0,25 to 34 years,X,Main Library,August,2012,z,email,true,2012,false,3
0,ADULT,3,0,35 to 44 years,X,Main Library,August,2015,p,phone,false,2015,false,6
0,ADULT,6,0,35 to 44 years,X,Main Library,October,2013,z,email,true,2011,false,
0,ADULT,1,0,25 to 34 years,R3,Richmond,May,2015,z,email,true,2014,false,1
0,ADULT,46,38,25 to 34 years,X,Main Library,October,2015,z,email,true,2009,true,
0,ADULT,68,42,35 to 44 years,B4,Bernal Heights,August,2013,z,email,true,2006,false,9
0,ADULT,0,0,35 to 44 years,R3,Richmond,None,None,p,phone,false,2013,false,1
0,ADULT,1916,768,45 to 54 years,X,Main Library,July,2016,z,email,true,2003,false,6
4,WELCOME,3,0,25 to 34 years,B4,Bernal Heights,November,2015,z,email,true,2015,false,9
0,ADULT,13,0,45 to 54 years,O7,Ortega,October,2015,p,phone,false,2014,false,2
3,SENIOR,7,1,65 to 74 years,A5,Anza,May,2016,p,phone,false,2015,false,1
3,SENIOR,68,20,65 to 74 years,N4,Noe Valley/Sally Brunn,July,2016,z,email,true,2003,false,8
0,ADULT,8,16,35 to 44 years,P9,Presidio,January,2012,z,email,true,2009,false,
3,SENIOR,6,0,65 to 74 years,X,Main Library,June,2015,a,print,false,2013,false,6
3,SENIOR,111,13,65 to 74 years,M4,Merced,April,2010,z,email,true,2003,false,7
0,ADULT,317,84,35 to 44 years,S7,Sunset,February,2015,z,email,true,2005,false,1
0,ADULT,0,0,25 to 34 years,C2,Chinatown,June,2016,z,email,true,2016,true,
0,ADULT,62,0,45 to 54 years,V3,Visitacion Valley,May,2015,p,phone,false,2003,false,10
0,ADULT,9,5,35 to 44 years,M6,Mission,May,2008,p,phone,false,2005,false,9
0,ADULT,26,3,35 to 44 years,V3,Visitacion Valley,February,2015,z,email,true,2005,false,10
3,SENIOR,27,1,65 to 74 years,P9,Presidio,October,2015,z,email,true,2008,false,2
3,SENIOR,1445,791,65 to 74 years,W2,West Portal,July,2016,z,email,true,2003,false,7
0,ADULT,94,14,20 to 24 years,E9,Excelsior,July,2016,a,print,false,2009,false,
4,WELCOME,1,0,25 to 34 years,P3,Parkside,May,2016,z,email,true,2016,false,4
0,ADULT,3,14,20 to 24 years,W2,West Portal,June,2014,z,email,true,2014,true,
0,ADULT,18,40,25 to 34 years,R3,Richmond,July,2016,z,email,true,2014,false,1
0,ADULT,87,16,45 to 54 years,M2,Marina,March,2016,z,email,true,2010,false,8
0,ADULT,0,0,25 to 34 years,P3,Parkside,None,None,z,email,true,2012,false,
3,SENIOR,45,0,65 to 74 years,W4,Western Addition,August,2014,z,email,true,2013,false,
0,ADULT,28,25,25 to 34 years,W2,West Portal,June,2016,z,email,true,2003,false,7
0,ADULT,1,0,60 to 64 years,X,Main Library,December,2014,p,phone,false,2014,false,10
3,SENIOR,6,9,65 to 74 years,E9,Excelsior,July,2016,p,phone,false,2012,false,11
0,ADULT,256,219,35 to 44 years,X,Main Library,October,2013,z,email,true,2004,true,
0,ADULT,1,0,20 to 24 years,P7,Potrero,February,2015,p,phone,true,2015,true,
0,ADULT,18,2,35 to 44 years,X,Main Library,December,2015,z,email,true,2009,false,
3,SENIOR,99,13,65 to 74 years,E9,Excelsior,July,2014,p,phone,true,2003,false,11
0,ADULT,537,182,45 to 54 years,N6,North Beach,July,2016,z,email,true,2004,false,2
0,ADULT,30,0,25 to 34 years,M6,Mission,February,2016,p,phone,false,2012,false,3
0,ADULT,119,29,35 to 44 years,M6,Mission,December,2005,z,email,true,2003,false,9
0,ADULT,20,33,25 to 34 years,M4,Merced,June,2014,z,email,true,2011,false,8
3,SENIOR,56,79,65 to 74 years,E9,Excelsior,July,2016,z,email,true,2003,true,
0,ADULT,311,270,25 to 34 years,M6,Mission,June,2015,z,email,true,2009,true,
0,ADULT,2,1,35 to 44 years,M8,Mission Bay,March,2016,z,email,true,2009,false,6
0,ADULT,64,30,45 to 54 years,N6,North Beach,May,2010,z,email,true,2003,false,
3,SENIOR,0,0,65 to 74 years,X,Main Library,None,None,z,email,true,2010,false,3
0,ADULT,11,9,35 to 44 years,S7,Sunset,July,2016,z,email,true,2011,false,5
0,ADULT,14,5,25 to 34 years,R3,Richmond,July,2016,z,email,true,2014,false,4
0,ADULT,14,0,45 to 54 years,X,Main Library,January,2014,a,print,false,2009,false,
0,ADULT,7,1,25 to 34 years,X,Main Library,July,2016,z,email,true,2009,false,
0,ADULT,88,0,35 to 44 years,O7,Ortega,July,2015,z,email,true,2006,false,4
0,ADULT,52,22,45 to 54 years,I5,Ingleside,June,2013,z,email,true,2011,true,
4,WELCOME,1,0,25 to 34 years,X,Main Library,July,2014,a,print,false,2014,false,
0,ADULT,47,18,25 to 34 years,X,Main Library,March,2016,z,email,true,2011,true,
0,ADULT,1,3,25 to 34 years,W4,Western Addition,June,2016,z,email,true,2016,false,5
0,ADULT,17,0,35 to 44 years,S7,Sunset,October,2013,z,email,true,2010,false,4
0,ADULT,813,39,55 to 59 years,M4,Merced,July,2016,z,email,true,2003,true,
0,ADULT,298,456,35 to 44 years,E9,Excelsior,July,2016,z,email,true,2006,false,11
0,ADULT,36,0,35 to 44 years,P7,Potrero,April,2014,z,email,true,2003,false,2
0,ADULT,0,0,55 to 59 years,A5,Anza,None,None,z,email,true,2015,false,1
0,ADULT,0,0,55 to 59 years,A5,Anza,None,None,z,email,true,2015,false,1
0,ADULT,0,0,55 to 59 years,A5,Anza,None,None,z,email,true,2015,false,1
0,ADULT,0,0,55 to 59 years,A5,Anza,None,None,z,email,true,2015,false,1
0,ADULT,11,0,55 to 59 years,X,Main Library,December,2014,p,phone,true,2013,false,
0,ADULT,8,0,35 to 44 years,X,Main Library,January,2015,z,email,true,2012,false,11
0,ADULT,143,17,45 to 54 years,X,Main Library,June,2016,z,email,true,2003,false,8
0,ADULT,3,3,20 to 24 years,X,Main Library,April,2010,z,email,true,2010,true,
0,ADULT,5,2,20 to 24 years,I5,Ingleside,December,2015,z,email,true,2015,false,11
0,ADULT,10,0,55 to 59 years,X,Main Library,July,2016,a,print,false,2016,true,
0,ADULT,108,168,25 to 34 years,P1,Park,May,2016,z,email,true,2011,false,5
0,ADULT,21,9,45 to 54 years,P7,Potrero,January,2015,z,email,true,2003,false,10
15,TEACHER CARD,74,2,20 to 24 years,P5,Portola,December,2015,z,email,true,2015,false,
0,ADULT,3,2,25 to 34 years,X,Main Library,August,2014,z,email,true,2010,false,5
0,ADULT,30,0,35 to 44 years,C2,Chinatown,August,2013,z,email,true,2009,false,10
0,ADULT,27,9,25 to 34 years,N6,North Beach,July,2016,z,email,true,2012,false,
0,ADULT,179,4,35 to 44 years,X,Main Library,June,2016,z,email,true,2009,false,10
0,ADULT,483,0,45 to 54 years,X,Main Library,September,2010,a,print,false,2003,false,10
0,ADULT,49,23,35 to 44 years,X,Main Library,June,2016,z,email,true,2008,false,
3,SENIOR,92,9,65 to 74 years,W2,West Portal,July,2016,z,email,true,2003,false,7
0,ADULT,22,49,25 to 34 years,E7,Eureka Valley/Harvey Milk Memorial,August,2014,z,email,true,2009,false,5
0,ADULT,5,1,25 to 34 years,X,Main Library,December,2015,z,email,true,2013,true,
3,SENIOR,18,8,65 to 74 years,X,Main Library,October,2014,z,email,true,2008,true,
0,ADULT,27,0,35 to 44 years,X,Main Library,December,2015,z,email,true,2011,false,9
